Program ParDeg inputSize wmName tComputation tTotal
sequentialMemory 1 1499 swirl-06.png 155119062 164124994
parallelFor 1 1499 swirl-06.png 350103416 350260865
parallelForMemory 1 1499 swirl-06.png 151866789 160744382
fastFlow 1 1499 swirl-06.png 350753873 350909976
fastFlowMemory 1 1499 swirl-06.png 170992471 179958644
threads 1 1499 swirl-06.png 351767249 351917176
threadsMemory 1 1499 swirl-06.png 168927507 177838893
grPPi 1 1499 swirl-06.png 420567210 420689876
grPPiMemory 1 1499 swirl-06.png 171424118 182114903
parallelFor 2 1499 swirl-06.png 179700913 179847214
parallelForMemory 2 1499 swirl-06.png 77204196 86028426
fastFlow 2 1499 swirl-06.png 183767514 183916813
fastFlowMemory 2 1499 swirl-06.png 90691442 99651710
threads 2 1499 swirl-06.png 182871457 183026547
threadsMemory 2 1499 swirl-06.png 87660699 96637051
grPPi 2 1499 swirl-06.png 215143370 215266441
grPPiMemory 2 1499 swirl-06.png 86195179 96892107
parallelFor 4 1499 swirl-06.png 93295092 93441443
parallelForMemory 4 1499 swirl-06.png 40002809 49013045
fastFlow 4 1499 swirl-06.png 93272665 93430412
fastFlowMemory 4 1499 swirl-06.png 46281363 55209479
threads 4 1499 swirl-06.png 92628425 92777466
threadsMemory 4 1499 swirl-06.png 44428603 53402928
grPPi 4 1499 swirl-06.png 108920675 109046799
grPPiMemory 4 1499 swirl-06.png 44187751 54762457
parallelFor 8 1499 swirl-06.png 46999077 47157774
parallelForMemory 8 1499 swirl-06.png 20089587 28997853
fastFlow 8 1499 swirl-06.png 48640663 48793054
fastFlowMemory 8 1499 swirl-06.png 23320936 32362516
threads 8 1499 swirl-06.png 52339571 52499327
threadsMemory 8 1499 swirl-06.png 23941109 32857523
grPPi 8 1499 swirl-06.png 56244203 56371766
grPPiMemory 8 1499 swirl-06.png 22527024 33077738
parallelFor 16 1499 swirl-06.png 23556583 23705465
parallelForMemory 16 1499 swirl-06.png 10071630 18920718
fastFlow 16 1499 swirl-06.png 24431997 24581460
fastFlowMemory 16 1499 swirl-06.png 12043805 20948353
threads 16 1499 swirl-06.png 27660375 27817111
threadsMemory 16 1499 swirl-06.png 12614501 21519718
grPPi 16 1499 swirl-06.png 30630120 30753354
grPPiMemory 16 1499 swirl-06.png 11769121 22481525
parallelFor 32 1499 swirl-06.png 11964581 12113191
parallelForMemory 32 1499 swirl-06.png 5097097 13967094
fastFlow 32 1499 swirl-06.png 12463929 12613538
fastFlowMemory 32 1499 swirl-06.png 6425321 15306243
threads 32 1499 swirl-06.png 13608427 13767912
threadsMemory 32 1499 swirl-06.png 6282760 15312213
grPPi 32 1499 swirl-06.png 15491842 15616762
grPPiMemory 32 1499 swirl-06.png 6048607 16764482
parallelFor 64 1499 swirl-06.png 6198345 6353083
parallelForMemory 64 1499 swirl-06.png 2648639 11554866
fastFlow 64 1499 swirl-06.png 6554662 6707038
fastFlowMemory 64 1499 swirl-06.png 3681447 12562807
threads 64 1499 swirl-06.png 8027000 8176993
threadsMemory 64 1499 swirl-06.png 3271767 12115102
grPPi 64 1499 swirl-06.png 8697959 8820896
grPPiMemory 64 1499 swirl-06.png 3240083 13808850
parallelFor 128 1499 swirl-06.png 5518114 5666028
parallelForMemory 128 1499 swirl-06.png 2216226 11002115
fastFlow 128 1499 swirl-06.png 5706326 5857893
fastFlowMemory 128 1499 swirl-06.png 3040227 12023921
threads 128 1499 swirl-06.png 6662561 6813188
threadsMemory 128 1499 swirl-06.png 2444741 11377141
grPPi 128 1499 swirl-06.png 6725339 6848288
grPPiMemory 128 1499 swirl-06.png 2512905 13111770
parallelFor 256 1499 swirl-06.png 7273632 7421577
parallelForMemory 256 1499 swirl-06.png 2104410 11150589
fastFlow 256 1499 swirl-06.png 7295850 7446228
fastFlowMemory 256 1499 swirl-06.png 2872316 12081047
threads 256 1499 swirl-06.png 7244800 7399984
threadsMemory 256 1499 swirl-06.png 1959286 10803252
grPPi 256 1499 swirl-06.png 7573967 7697921
grPPiMemory 256 1499 swirl-06.png 2022073 12710380
