Times in microseconds
tLoadWM  tProWM  tList tLoad   tCalc tSave
19182 	 3833 	 39 	 19042 	 881 	 12695
19182 	 3833 	 39 	 12631 	 402 	 9598
19182 	 3833 	 39 	 10766 	 399 	 10190
19182 	 3833 	 39 	 13458 	 407 	 8938
19182 	 3833 	 39 	 13091 	 419 	 10292
44364 	 4460 	 34 	 15933 	 390 	 11009
44364 	 4460 	 34 	 11896 	 394 	 9648
44364 	 4460 	 34 	 10611 	 400 	 10080
44364 	 4460 	 34 	 10108 	 398 	 9025
44364 	 4460 	 34 	 9283 	 385 	 8858
19676 	 4438 	 164 	 17408 	 445 	 11524
19676 	 4438 	 164 	 12263 	 388 	 9575
19676 	 4438 	 164 	 10642 	 398 	 10184
19676 	 4438 	 164 	 9403 	 396 	 9123
19676 	 4438 	 164 	 9323 	 401 	 8750
20794 	 3816 	 48 	 14300 	 633 	 11825
20794 	 3816 	 48 	 13718 	 390 	 9548
20794 	 3816 	 48 	 10814 	 402 	 10233
20794 	 3816 	 48 	 9960 	 395 	 9011
20794 	 3816 	 48 	 9429 	 401 	 8888
19700 	 3890 	 42 	 16539 	 787 	 13192
19700 	 3890 	 42 	 13524 	 440 	 9456
19700 	 3890 	 42 	 10605 	 386 	 10488
19700 	 3890 	 42 	 9866 	 398 	 8871
19700 	 3890 	 42 	 9306 	 382 	 8797
20429 	 4165 	 1549 	 26803 	 593 	 11422
20429 	 4165 	 1549 	 11728 	 440 	 9447
20429 	 4165 	 1549 	 12621 	 408 	 9177
20429 	 4165 	 1549 	 12209 	 403 	 10053
20429 	 4165 	 1549 	 11773 	 391 	 10649
20429 	 4165 	 1549 	 17318 	 390 	 17031
20429 	 4165 	 1549 	 14320 	 439 	 10913
20429 	 4165 	 1549 	 18855 	 518 	 10315
20429 	 4165 	 1549 	 12825 	 406 	 12040
20429 	 4165 	 1549 	 9589 	 383 	 8731
20429 	 4165 	 1549 	 12348 	 443 	 10723
20429 	 4165 	 1549 	 15038 	 397 	 12876
20429 	 4165 	 1549 	 15116 	 421 	 14001
20429 	 4165 	 1549 	 12371 	 410 	 10972
20429 	 4165 	 1549 	 13399 	 398 	 12672
20429 	 4165 	 1549 	 14798 	 405 	 13819
20429 	 4165 	 1549 	 12467 	 404 	 11657
20429 	 4165 	 1549 	 14420 	 393 	 13889
20429 	 4165 	 1549 	 13557 	 398 	 12697
20429 	 4165 	 1549 	 10793 	 392 	 10653
20429 	 4165 	 1549 	 26369 	 476 	 15695
20429 	 4165 	 1549 	 12415 	 414 	 12008
20429 	 4165 	 1549 	 10114 	 411 	 7899
20429 	 4165 	 1549 	 15234 	 391 	 14797
20429 	 4165 	 1549 	 14939 	 427 	 13554
20429 	 4165 	 1549 	 13203 	 391 	 12614
20429 	 4165 	 1549 	 21039 	 523 	 13302
20429 	 4165 	 1549 	 16872 	 443 	 15467
20429 	 4165 	 1549 	 13739 	 400 	 13223
20429 	 4165 	 1549 	 12069 	 424 	 10450
20429 	 4165 	 1549 	 14236 	 392 	 13150
20429 	 4165 	 1549 	 10816 	 393 	 9511
20429 	 4165 	 1549 	 13645 	 374 	 12777
20429 	 4165 	 1549 	 17189 	 399 	 16780
20429 	 4165 	 1549 	 15828 	 406 	 15003
20429 	 4165 	 1549 	 11501 	 394 	 10339
20429 	 4165 	 1549 	 22553 	 386 	 21779
20429 	 4165 	 1549 	 15316 	 411 	 14983
20429 	 4165 	 1549 	 12076 	 400 	 11373
20429 	 4165 	 1549 	 16843 	 403 	 16184
20429 	 4165 	 1549 	 8429 	 404 	 7124
20429 	 4165 	 1549 	 10004 	 365 	 9027
20429 	 4165 	 1549 	 18519 	 372 	 18387
20429 	 4165 	 1549 	 17777 	 440 	 16310
20429 	 4165 	 1549 	 12015 	 403 	 11130
20429 	 4165 	 1549 	 10678 	 388 	 10087
20429 	 4165 	 1549 	 12294 	 394 	 11416
20429 	 4165 	 1549 	 9888 	 399 	 8673
20429 	 4165 	 1549 	 13480 	 385 	 13231
20429 	 4165 	 1549 	 9257 	 398 	 7833
20429 	 4165 	 1549 	 14298 	 429 	 12419
20429 	 4165 	 1549 	 13753 	 349 	 14740
20429 	 4165 	 1549 	 8461 	 358 	 8193
20429 	 4165 	 1549 	 11487 	 342 	 11938
20429 	 4165 	 1549 	 14601 	 343 	 15978
20429 	 4165 	 1549 	 9088 	 355 	 9080
20429 	 4165 	 1549 	 11114 	 353 	 12001
20429 	 4165 	 1549 	 12729 	 362 	 11935
20429 	 4165 	 1549 	 14995 	 364 	 13365
20429 	 4165 	 1549 	 17467 	 387 	 17938
20429 	 4165 	 1549 	 22401 	 412 	 14764
20429 	 4165 	 1549 	 16250 	 373 	 17260
20429 	 4165 	 1549 	 25902 	 822 	 28115
20429 	 4165 	 1549 	 18117 	 355 	 17817
20429 	 4165 	 1549 	 15748 	 780 	 14030
20429 	 4165 	 1549 	 19495 	 346 	 17235
20429 	 4165 	 1549 	 19580 	 996 	 14500
20429 	 4165 	 1549 	 18110 	 800 	 12741
20429 	 4165 	 1549 	 16135 	 463 	 12199
20429 	 4165 	 1549 	 9755 	 224 	 12246
20429 	 4165 	 1549 	 11174 	 353 	 12110
20429 	 4165 	 1549 	 13927 	 370 	 12220
20429 	 4165 	 1549 	 12220 	 634 	 12567
20429 	 4165 	 1549 	 13238 	 354 	 12725
20429 	 4165 	 1549 	 16594 	 373 	 16404
20429 	 4165 	 1549 	 14405 	 678 	 15229
20429 	 4165 	 1549 	 16640 	 556 	 17964
20429 	 4165 	 1549 	 14311 	 344 	 13911
20429 	 4165 	 1549 	 8788 	 396 	 9178
20429 	 4165 	 1549 	 14292 	 373 	 14752
20429 	 4165 	 1549 	 12869 	 371 	 15060
20429 	 4165 	 1549 	 19596 	 570 	 22725
20429 	 4165 	 1549 	 18198 	 381 	 16511
20429 	 4165 	 1549 	 18366 	 371 	 18089
20429 	 4165 	 1549 	 15880 	 382 	 16068
20429 	 4165 	 1549 	 23731 	 406 	 17960
20429 	 4165 	 1549 	 17002 	 354 	 16607
20429 	 4165 	 1549 	 19101 	 345 	 15533
20429 	 4165 	 1549 	 15117 	 345 	 15064
20429 	 4165 	 1549 	 18356 	 485 	 15029
20429 	 4165 	 1549 	 15763 	 401 	 15232
20429 	 4165 	 1549 	 15027 	 351 	 12074
20429 	 4165 	 1549 	 11613 	 364 	 12640
20429 	 4165 	 1549 	 13239 	 344 	 12326
20429 	 4165 	 1549 	 11142 	 381 	 10548
20429 	 4165 	 1549 	 10477 	 371 	 10701
20429 	 4165 	 1549 	 21580 	 605 	 21827
20429 	 4165 	 1549 	 12344 	 373 	 14058
20429 	 4165 	 1549 	 14523 	 379 	 14092
20429 	 4165 	 1549 	 14541 	 348 	 12023
20429 	 4165 	 1549 	 20694 	 345 	 18677
20429 	 4165 	 1549 	 18755 	 396 	 18578
20429 	 4165 	 1549 	 12943 	 423 	 12246
20429 	 4165 	 1549 	 3985 	 220 	 6466
20429 	 4165 	 1549 	 13759 	 395 	 14914
20429 	 4165 	 1549 	 12876 	 372 	 12907
20429 	 4165 	 1549 	 14626 	 345 	 12125
20429 	 4165 	 1549 	 11089 	 341 	 10372
20429 	 4165 	 1549 	 15178 	 344 	 15611
20429 	 4165 	 1549 	 13936 	 345 	 14861
20429 	 4165 	 1549 	 16090 	 379 	 18078
20429 	 4165 	 1549 	 25607 	 695 	 28229
20429 	 4165 	 1549 	 11329 	 387 	 14444
20429 	 4165 	 1549 	 22423 	 421 	 14184
20429 	 4165 	 1549 	 21399 	 653 	 25376
20429 	 4165 	 1549 	 8414 	 364 	 9351
20429 	 4165 	 1549 	 29786 	 405 	 28222
20429 	 4165 	 1549 	 15128 	 623 	 14087
20429 	 4165 	 1549 	 11248 	 346 	 12120
20429 	 4165 	 1549 	 12912 	 413 	 13768
20429 	 4165 	 1549 	 15809 	 345 	 16377
20429 	 4165 	 1549 	 8047 	 343 	 8152
20429 	 4165 	 1549 	 9617 	 342 	 9603
20429 	 4165 	 1549 	 11606 	 338 	 12392
20429 	 4165 	 1549 	 15366 	 342 	 15914
20429 	 4165 	 1549 	 10153 	 342 	 10884
20429 	 4165 	 1549 	 12088 	 342 	 16961
20429 	 4165 	 1549 	 16049 	 346 	 14778
20429 	 4165 	 1549 	 14126 	 344 	 16016
20429 	 4165 	 1549 	 15755 	 345 	 16746
20429 	 4165 	 1549 	 16604 	 373 	 16317
20429 	 4165 	 1549 	 15180 	 791 	 20452
20429 	 4165 	 1549 	 23192 	 733 	 22581
20429 	 4165 	 1549 	 16363 	 354 	 15186
20429 	 4165 	 1549 	 12419 	 346 	 13075
20429 	 4165 	 1549 	 9905 	 341 	 9812
20429 	 4165 	 1549 	 10427 	 338 	 10909
20429 	 4165 	 1549 	 15076 	 348 	 16581
20429 	 4165 	 1549 	 14103 	 353 	 14683
20429 	 4165 	 1549 	 10404 	 397 	 12565
20429 	 4165 	 1549 	 15475 	 372 	 14998
20429 	 4165 	 1549 	 9730 	 385 	 10428
20429 	 4165 	 1549 	 15650 	 353 	 16358
20429 	 4165 	 1549 	 18105 	 357 	 18946
20429 	 4165 	 1549 	 14842 	 391 	 15577
20429 	 4165 	 1549 	 3575 	 225 	 5863
20429 	 4165 	 1549 	 11945 	 352 	 12039
20429 	 4165 	 1549 	 12018 	 408 	 12912
20429 	 4165 	 1549 	 16737 	 355 	 17355
20429 	 4165 	 1549 	 7506 	 352 	 7654
20429 	 4165 	 1549 	 12517 	 353 	 13150
20429 	 4165 	 1549 	 15468 	 490 	 15505
20429 	 4165 	 1549 	 10897 	 353 	 11302
20429 	 4165 	 1549 	 8498 	 353 	 8626
20429 	 4165 	 1549 	 9475 	 348 	 9507
20429 	 4165 	 1549 	 11711 	 351 	 12822
20429 	 4165 	 1549 	 10435 	 352 	 11082
20429 	 4165 	 1549 	 11713 	 349 	 12263
20429 	 4165 	 1549 	 15055 	 350 	 16534
20429 	 4165 	 1549 	 19582 	 367 	 20483
20429 	 4165 	 1549 	 12740 	 354 	 13193
20429 	 4165 	 1549 	 13589 	 352 	 14351
20429 	 4165 	 1549 	 12803 	 341 	 13383
20429 	 4165 	 1549 	 8410 	 338 	 8439
20429 	 4165 	 1549 	 12114 	 335 	 12603
20429 	 4165 	 1549 	 19304 	 339 	 18832
20429 	 4165 	 1549 	 15246 	 419 	 14519
20429 	 4165 	 1549 	 15814 	 345 	 16666
20429 	 4165 	 1549 	 9309 	 369 	 10085
20429 	 4165 	 1549 	 16660 	 351 	 17378
20429 	 4165 	 1549 	 11824 	 369 	 12431
20429 	 4165 	 1549 	 13269 	 415 	 14434
20429 	 4165 	 1549 	 19603 	 347 	 20774
20429 	 4165 	 1549 	 9490 	 379 	 9532
20429 	 4165 	 1549 	 13738 	 354 	 13857
20429 	 4165 	 1549 	 9663 	 344 	 10439
20429 	 4165 	 1549 	 15041 	 352 	 16016
20429 	 4165 	 1549 	 11318 	 352 	 11454
20429 	 4165 	 1549 	 12801 	 368 	 13371
20429 	 4165 	 1549 	 12027 	 351 	 12770
20429 	 4165 	 1549 	 14481 	 351 	 14841
20429 	 4165 	 1549 	 12757 	 395 	 13752
20429 	 4165 	 1549 	 7644 	 353 	 7591
20429 	 4165 	 1549 	 14481 	 348 	 14655
20429 	 4165 	 1549 	 11164 	 352 	 12058
20429 	 4165 	 1549 	 11424 	 346 	 11070
20429 	 4165 	 1549 	 11714 	 354 	 12226
20429 	 4165 	 1549 	 9573 	 351 	 9960
20429 	 4165 	 1549 	 13264 	 351 	 14298
20429 	 4165 	 1549 	 14190 	 345 	 15223
20429 	 4165 	 1549 	 12690 	 365 	 13529
20429 	 4165 	 1549 	 11904 	 352 	 12253
20429 	 4165 	 1549 	 11928 	 353 	 12725
20429 	 4165 	 1549 	 10003 	 337 	 9920
20429 	 4165 	 1549 	 15102 	 339 	 15865
20429 	 4165 	 1549 	 9036 	 340 	 9034
20429 	 4165 	 1549 	 10539 	 340 	 10687
20429 	 4165 	 1549 	 15933 	 340 	 16715
20429 	 4165 	 1549 	 9280 	 599 	 9359
20429 	 4165 	 1549 	 11921 	 345 	 12204
20429 	 4165 	 1549 	 16643 	 352 	 17417
20429 	 4165 	 1549 	 16530 	 351 	 18076
20429 	 4165 	 1549 	 16005 	 351 	 17514
20429 	 4165 	 1549 	 15011 	 399 	 16022
20429 	 4165 	 1549 	 12042 	 424 	 11984
20429 	 4165 	 1549 	 17810 	 458 	 18195
20429 	 4165 	 1549 	 16647 	 400 	 17157
20429 	 4165 	 1549 	 12851 	 366 	 12993
20429 	 4165 	 1549 	 16521 	 355 	 17102
20429 	 4165 	 1549 	 18885 	 395 	 18618
20429 	 4165 	 1549 	 12864 	 375 	 12894
20429 	 4165 	 1549 	 10754 	 367 	 11398
20429 	 4165 	 1549 	 15261 	 457 	 15218
20429 	 4165 	 1549 	 16556 	 913 	 19783
20429 	 4165 	 1549 	 14781 	 410 	 14979
20429 	 4165 	 1549 	 9597 	 345 	 7822
20429 	 4165 	 1549 	 17633 	 346 	 16195
20429 	 4165 	 1549 	 15049 	 346 	 15751
20429 	 4165 	 1549 	 14637 	 413 	 14924
20429 	 4165 	 1549 	 8147 	 344 	 7935
20429 	 4165 	 1549 	 10475 	 339 	 10660
20429 	 4165 	 1549 	 10777 	 339 	 11230
20429 	 4165 	 1549 	 14938 	 344 	 15544
20429 	 4165 	 1549 	 13757 	 587 	 18628
20429 	 4165 	 1549 	 11643 	 385 	 12890
20429 	 4165 	 1549 	 16524 	 379 	 16691
20429 	 4165 	 1549 	 12812 	 356 	 12234
20429 	 4165 	 1549 	 16933 	 635 	 17658
20429 	 4165 	 1549 	 14065 	 393 	 14358
20429 	 4165 	 1549 	 14325 	 353 	 14782
20429 	 4165 	 1549 	 21054 	 346 	 21600
